Variable	Commentaire	Date de départ	Heure de départ	Valeur
ZDESC	Descendre la pince (axe Z)	04/06/2021	17:05:55,090	FAUX
ZFREIN	Déverrouiller le frein vertical (axe Z)	04/06/2021	17:05:55,090	FAUX
fermee	Pince fermée.	04/06/2021	17:05:55,211	VRAI
ouvert	Pince ouverte.	04/06/2021	17:05:55,211	FAUX
FERMER	Fermer la pince	04/06/2021	17:05:55,211	FAUX
ZDESC	Descendre la pince (axe Z)	04/06/2021	17:05:55,211	VRAI
ZMONT	Monter la pince (axe Z)	04/06/2021	17:05:55,211	VRAI
ZFREIN	Déverrouiller le frein vertical (axe Z)	04/06/2021	17:05:55,211	VRAI
ZDESC	Descendre la pince (axe Z)	04/06/2021	17:05:55,709	FAUX
z_bas	Pince en position basse sur l'axe Z	04/06/2021	17:05:55,830	FAUX
conv_fin	présence d'un 6packs à la fin du convyeur d'approvisionnement	04/06/2021	17:05:55,953	FAUX
conv_debut	présence d'un 6packs au début du convoyeur d'approvisionnement	04/06/2021	17:05:56,078	VRAI
ZFREIN	Déverrouiller le frein vertical (axe Z)	04/06/2021	17:05:56,199	FAUX
z_haut	Pince en position haute sur l'axe Z	04/06/2021	17:05:56,320	VRAI
ZMONT	Monter la pince (axe Z)	04/06/2021	17:05:56,320	FAUX
YCONV	Mvt vers le convoyeur central (axe Y)	04/06/2021	17:05:56,320	VRAI
y_sta	Pince en position station import/export sur l’axe Y.	04/06/2021	17:05:56,441	FAUX
y_conv	Pince en position convoyeur central sur l’axe Y.	04/06/2021	17:05:57,204	VRAI
ZDESC	Descendre la pince (axe Z)	04/06/2021	17:05:57,204	VRAI
ZMONT	Monter la pince (axe Z)	04/06/2021	17:05:57,204	VRAI
YCONV	Mvt vers le convoyeur central (axe Y)	04/06/2021	17:05:57,204	FAUX
ZFREIN	Déverrouiller le frein vertical (axe Z)	04/06/2021	17:05:57,204	VRAI
z_haut	Pince en position haute sur l'axe Z	04/06/2021	17:05:57,330	FAUX
ZMONT	Monter la pince (axe Z)	04/06/2021	17:05:57,330	FAUX
z_bas	Pince en position basse sur l'axe Z	04/06/2021	17:05:57,701	VRAI
OUVRIR	Ouvrir la pince	04/06/2021	17:05:57,701	VRAI
ZDESC	Descendre la pince (axe Z)	04/06/2021	17:05:57,701	FAUX
ZFREIN	Déverrouiller le frein vertical (axe Z)	04/06/2021	17:05:57,701	FAUX
fermee	Pince fermée.	04/06/2021	17:05:57,826	FAUX
ouvert	Pince ouverte.	04/06/2021	17:05:57,826	VRAI
OUVRIR	Ouvrir la pince	04/06/2021	17:05:57,826	FAUX
ZDESC	Descendre la pince (axe Z)	04/06/2021	17:05:57,826	VRAI
ZMONT	Monter la pince (axe Z)	04/06/2021	17:05:57,826	VRAI
ZFREIN	Déverrouiller le frein vertical (axe Z)	04/06/2021	17:05:57,826	VRAI
z_bas	Pince en position basse sur l'axe Z	04/06/2021	17:05:58,408	FAUX
ZDESC	Descendre la pince (axe Z)	04/06/2021	17:05:58,408	FAUX
z_haut	Pince en position haute sur l'axe Z	04/06/2021	17:05:58,899	VRAI
ZMONT	Monter la pince (axe Z)	04/06/2021	17:05:58,899	FAUX
YSTA	Mvt vers la station d’import/export (axe Y)	04/06/2021	17:05:58,899	VRAI
ZFREIN	Déverrouiller le frein vertical (axe Z)	04/06/2021	17:05:58,899	FAUX
y_conv	Pince en position convoyeur central sur l’axe Y.	04/06/2021	17:05:59,085	FAUX
y_sta	Pince en position station import/export sur l’axe Y.	04/06/2021	17:06:00,003	VRAI
YCONV	Mvt vers le convoyeur central (axe Y)	04/06/2021	17:06:00,003	VRAI
YSTA	Mvt vers la station d’import/export (axe Y)	04/06/2021	17:06:00,003	FAUX
y_sta	Pince en position station import/export sur l’axe Y.	04/06/2021	17:06:00,126	FAUX
y_conv	Pince en position convoyeur central sur l’axe Y.	04/06/2021	17:06:00,891	VRAI
ZDESC	Descendre la pince (axe Z)	04/06/2021	17:06:00,891	VRAI
ZMONT	Monter la pince (axe Z)	04/06/2021	17:06:00,891	VRAI
YCONV	Mvt vers le convoyeur central (axe Y)	04/06/2021	17:06:00,891	FAUX
ZFREIN	Déverrouiller le frein vertical (axe Z)	04/06/2021	17:06:00,891	VRAI
z_haut	Pince en position haute sur l'axe Z	04/06/2021	17:06:01,014	FAUX
ZMONT	Monter la pince (axe Z)	04/06/2021	17:06:01,014	FAUX
z_bas	Pince en position basse sur l'axe Z	04/06/2021	17:06:01,407	VRAI
FERMER	Fermer la pince	04/06/2021	17:06:01,407	VRAI
ZDESC	Descendre la pince (axe Z)	04/06/2021	17:06:01,407	FAUX
ZFREIN	Déverrouiller le frein vertical (axe Z)	04/06/2021	17:06:01,407	FAUX
fermee	Pince fermée.	04/06/2021	17:06:01,528	VRAI
ouvert	Pince ouverte.	04/06/2021	17:06:01,528	FAUX
FERMER	Fermer la pince	04/06/2021	17:06:01,528	FAUX
ZDESC	Descendre la pince (axe Z)	04/06/2021	17:06:01,528	VRAI
ZMONT	Monter la pince (axe Z)	04/06/2021	17:06:01,528	VRAI
ZFREIN	Déverrouiller le frein vertical (axe Z)	04/06/2021	17:06:01,528	VRAI
ZDESC	Descendre la pince (axe Z)	04/06/2021	17:06:01,993	FAUX
z_bas	Pince en position basse sur l'axe Z	04/06/2021	17:06:02,117	FAUX
ZFREIN	Déverrouiller le frein vertical (axe Z)	04/06/2021	17:06:02,490	FAUX
z_haut	Pince en position haute sur l'axe Z	04/06/2021	17:06:02,613	VRAI
ZMONT	Monter la pince (axe Z)	04/06/2021	17:06:02,613	FAUX
YSTA	Mvt vers la station d’import/export (axe Y)	04/06/2021	17:06:02,613	VRAI
y_conv	Pince en position convoyeur central sur l’axe Y.	04/06/2021	17:06:02,797	FAUX
y_sta	Pince en position station import/export sur l’axe Y.	04/06/2021	17:06:03,782	VRAI
YSTA	Mvt vers la station d’import/export (axe Y)	04/06/2021	17:06:03,782	FAUX
BLOQINT	Sortir la butée de la glissière intermédiaire	04/06/2021	17:06:03,782	VRAI
stop_in	Stoppeur intermédiaire rentrée	04/06/2021	17:06:03,908	FAUX
but_int	butée de la glissière intermédiaire sortie	04/06/2021	17:06:03,908	VRAI
STOPINT	Sortir le stoppeur intermédiaire (axe X )	04/06/2021	17:06:03,908	VRAI
stop_out	Stoppeur intermédiaire sortie	04/06/2021	17:06:04,033	VRAI
XGLISS	Mvt vers les glissières  (axe X)	04/06/2021	17:06:04,033	VRAI
x_conv	Pince en position convoyeur d’approvisionnement sur l’axe X.	04/06/2021	17:06:04,310	FAUX
x_inter	Pince en position glissière intermédiaire sur l’axe X.	04/06/2021	17:06:05,597	VRAI
ZDESC	Descendre la pince (axe Z)	04/06/2021	17:06:05,597	VRAI
ZMONT	Monter la pince (axe Z)	04/06/2021	17:06:05,597	VRAI
XGLISS	Mvt vers les glissières  (axe X)	04/06/2021	17:06:05,597	FAUX
ZFREIN	Déverrouiller le frein vertical (axe Z)	04/06/2021	17:06:05,597	VRAI
z_haut	Pince en position haute sur l'axe Z	04/06/2021	17:06:05,720	FAUX
ZMONT	Monter la pince (axe Z)	04/06/2021	17:06:05,720	FAUX
z_bas	Pince en position basse sur l'axe Z	04/06/2021	17:06:06,081	VRAI
OUVRIR	Ouvrir la pince	04/06/2021	17:06:06,081	VRAI
ZDESC	Descendre la pince (axe Z)	04/06/2021	17:06:06,081	FAUX
ZFREIN	Déverrouiller le frein vertical (axe Z)	04/06/2021	17:06:06,081	FAUX
fermee	Pince fermée.	04/06/2021	17:06:06,295	FAUX
ouvert	Pince ouverte.	04/06/2021	17:06:06,295	VRAI
OUVRIR	Ouvrir la pince	04/06/2021	17:06:06,295	FAUX
ZDESC	Descendre la pince (axe Z)	04/06/2021	17:06:06,295	VRAI
ZMONT	Monter la pince (axe Z)	04/06/2021	17:06:06,295	VRAI
ZFREIN	Déverrouiller le frein vertical (axe Z)	04/06/2021	17:06:06,295	VRAI
ZDESC	Descendre la pince (axe Z)	04/06/2021	17:06:06,793	FAUX
z_bas	Pince en position basse sur l'axe Z	04/06/2021	17:06:06,915	FAUX
z_haut	Pince en position haute sur l'axe Z	04/06/2021	17:06:07,282	VRAI
ZMONT	Monter la pince (axe Z)	04/06/2021	17:06:07,282	FAUX
STOPINT	Sortir le stoppeur intermédiaire (axe X )	04/06/2021	17:06:07,282	FAUX
ZFREIN	Déverrouiller le frein vertical (axe Z)	04/06/2021	17:06:07,282	FAUX
stop_in	Stoppeur intermédiaire rentrée	04/06/2021	17:06:07,402	VRAI
stop_out	Stoppeur intermédiaire sortie	04/06/2021	17:06:07,402	FAUX
but_int	butée de la glissière intermédiaire sortie	04/06/2021	17:06:08,691	FAUX
gliss1	Présence d’un 6packs sur la butée de la glissière intermédiaire	04/06/2021	17:06:08,691	VRAI
BLOQINT	Sortir la butée de la glissière intermédiaire	04/06/2021	17:06:08,691	FAUX
gliss1	Présence d’un 6packs sur la butée de la glissière intermédiaire	04/06/2021	17:06:09,798	FAUX
XCONV	Mvt vers le convoyeur d’approvisionnement (axe X)	04/06/2021	17:06:09,798	VRAI
gliss_int	Glissière intermédiaire pleine	04/06/2021	17:06:09,925	VRAI
x_inter	Pince en position glissière intermédiaire sur l’axe X.	04/06/2021	17:06:10,080	FAUX
gliss_int	Glissière intermédiaire pleine	04/06/2021	17:06:10,391	FAUX
x_conv	Pince en position convoyeur d’approvisionnement sur l’axe X.	04/06/2021	17:06:11,402	VRAI
XCONV	Mvt vers le convoyeur d’approvisionnement (axe X)	04/06/2021	17:06:11,402	FAUX
CONVIE	Rotation du convoyeur d'approvisionnement	04/06/2021	17:06:11,402	VRAI
conv_debut	présence d'un 6packs au début du convoyeur d'approvisionnement	04/06/2021	17:06:12,087	FAUX
conv_fin	présence d'un 6packs à la fin du convyeur d'approvisionnement	04/06/2021	17:06:18,807	VRAI
ZDESC	Descendre la pince (axe Z)	04/06/2021	17:06:19,300	VRAI
ZMONT	Monter la pince (axe Z)	04/06/2021	17:06:19,300	VRAI
ZFREIN	Déverrouiller le frein vertical (axe Z)	04/06/2021	17:06:19,300	VRAI
CONVIE	Rotation du convoyeur d'approvisionnement	04/06/2021	17:06:19,300	FAUX
z_haut	Pince en position haute sur l'axe Z	04/06/2021	17:06:19,423	FAUX
ZMONT	Monter la pince (axe Z)	04/06/2021	17:06:19,423	FAUX
z_bas	Pince en position basse sur l'axe Z	04/06/2021	17:06:19,703	VRAI
FERMER	Fermer la pince	04/06/2021	17:06:19,825	VRAI
ZDESC	Descendre la pince (axe Z)	04/06/2021	17:06:19,825	FAUX
ZFREIN	Déverrouiller le frein vertical (axe Z)	04/06/2021	17:06:19,825	FAUX
fermee	Pince fermée.	04/06/2021	17:06:19,951	VRAI
ouvert	Pince ouverte.	04/06/2021	17:06:19,951	FAUX
FERMER	Fermer la pince	04/06/2021	17:06:19,951	FAUX
ZDESC	Descendre la pince (axe Z)	04/06/2021	17:06:19,951	VRAI
ZMONT	Monter la pince (axe Z)	04/06/2021	17:06:19,951	VRAI
ZFREIN	Déverrouiller le frein vertical (axe Z)	04/06/2021	17:06:19,951	VRAI
ZDESC	Descendre la pince (axe Z)	04/06/2021	17:06:20,385	FAUX
z_bas	Pince en position basse sur l'axe Z	04/06/2021	17:06:20,509	FAUX
conv_fin	présence d'un 6packs à la fin du convyeur d'approvisionnement	04/06/2021	17:06:20,509	FAUX
z_haut	Pince en position haute sur l'axe Z	04/06/2021	17:06:20,910	VRAI
ZMONT	Monter la pince (axe Z)	04/06/2021	17:06:20,910	FAUX
YCONV	Mvt vers le convoyeur central (axe Y)	04/06/2021	17:06:20,910	VRAI
ZFREIN	Déverrouiller le frein vertical (axe Z)	04/06/2021	17:06:20,910	FAUX
y_sta	Pince en position station import/export sur l’axe Y.	04/06/2021	17:06:21,033	FAUX
y_conv	Pince en position convoyeur central sur l’axe Y.	04/06/2021	17:06:21,793	VRAI
ZDESC	Descendre la pince (axe Z)	04/06/2021	17:06:21,793	VRAI
ZMONT	Monter la pince (axe Z)	04/06/2021	17:06:21,793	VRAI
YCONV	Mvt vers le convoyeur central (axe Y)	04/06/2021	17:06:21,793	FAUX
ZFREIN	Déverrouiller le frein vertical (axe Z)	04/06/2021	17:06:21,793	VRAI
z_haut	Pince en position haute sur l'axe Z	04/06/2021	17:06:21,915	FAUX
ZMONT	Monter la pince (axe Z)	04/06/2021	17:06:22,009	FAUX
z_bas	Pince en position basse sur l'axe Z	04/06/2021	17:06:22,288	VRAI
OUVRIR	Ouvrir la pince	04/06/2021	17:06:22,410	VRAI
ZDESC	Descendre la pince (axe Z)	04/06/2021	17:06:22,410	FAUX
ZFREIN	Déverrouiller le frein vertical (axe Z)	04/06/2021	17:06:22,410	FAUX
fermee	Pince fermée.	04/06/2021	17:06:22,530	FAUX
ouvert	Pince ouverte.	04/06/2021	17:06:22,530	VRAI
OUVRIR	Ouvrir la pince	04/06/2021	17:06:22,530	FAUX
ZDESC	Descendre la pince (axe Z)	04/06/2021	17:06:22,530	VRAI
ZMONT	Monter la pince (axe Z)	04/06/2021	17:06:22,530	VRAI
ZFREIN	Déverrouiller le frein vertical (axe Z)	04/06/2021	17:06:22,530	VRAI
ZDESC	Descendre la pince (axe Z)	04/06/2021	17:06:22,990	FAUX
z_bas	Pince en position basse sur l'axe Z	04/06/2021	17:06:23,113	FAUX
z_haut	Pince en position haute sur l'axe Z	04/06/2021	17:06:23,512	VRAI
ZMONT	Monter la pince (axe Z)	04/06/2021	17:06:23,512	FAUX
YSTA	Mvt vers la station d’import/export (axe Y)	04/06/2021	17:06:23,512	VRAI
ZFREIN	Déverrouiller le frein vertical (axe Z)	04/06/2021	17:06:23,512	FAUX
y_conv	Pince en position convoyeur central sur l’axe Y.	04/06/2021	17:06:23,694	FAUX
y_sta	Pince en position station import/export sur l’axe Y.	04/06/2021	17:06:24,685	VRAI
YCONV	Mvt vers le convoyeur central (axe Y)	04/06/2021	17:06:24,685	VRAI
YSTA	Mvt vers la station d’import/export (axe Y)	04/06/2021	17:06:24,685	FAUX
y_sta	Pince en position station import/export sur l’axe Y.	04/06/2021	17:06:24,807	FAUX
y_conv	Pince en position convoyeur central sur l’axe Y.	04/06/2021	17:06:25,606	VRAI
ZDESC	Descendre la pince (axe Z)	04/06/2021	17:06:25,606	VRAI
ZMONT	Monter la pince (axe Z)	04/06/2021	17:06:25,606	VRAI
YCONV	Mvt vers le convoyeur central (axe Y)	04/06/2021	17:06:25,606	FAUX
ZFREIN	Déverrouiller le frein vertical (axe Z)	04/06/2021	17:06:25,606	VRAI
z_haut	Pince en position haute sur l'axe Z	04/06/2021	17:06:25,727	FAUX
ZMONT	Monter la pince (axe Z)	04/06/2021	17:06:25,727	FAUX
z_bas	Pince en position basse sur l'axe Z	04/06/2021	17:06:26,098	VRAI
FERMER	Fermer la pince	04/06/2021	17:06:26,098	VRAI
ZDESC	Descendre la pince (axe Z)	04/06/2021	17:06:26,098	FAUX
ZFREIN	Déverrouiller le frein vertical (axe Z)	04/06/2021	17:06:26,098	FAUX
fermee	Pince fermée.	04/06/2021	17:06:26,221	VRAI
ouvert	Pince ouverte.	04/06/2021	17:06:26,221	FAUX
FERMER	Fermer la pince	04/06/2021	17:06:26,221	FAUX
ZDESC	Descendre la pince (axe Z)	04/06/2021	17:06:26,221	VRAI
ZMONT	Monter la pince (axe Z)	04/06/2021	17:06:26,221	VRAI
ZFREIN	Déverrouiller le frein vertical (axe Z)	04/06/2021	17:06:26,221	VRAI
ZDESC	Descendre la pince (axe Z)	04/06/2021	17:06:26,685	FAUX
z_bas	Pince en position basse sur l'axe Z	04/06/2021	17:06:26,806	FAUX
ZFREIN	Déverrouiller le frein vertical (axe Z)	04/06/2021	17:06:27,204	FAUX
z_haut	Pince en position haute sur l'axe Z	04/06/2021	17:06:27,325	VRAI
ZMONT	Monter la pince (axe Z)	04/06/2021	17:06:27,325	FAUX
YSTA	Mvt vers la station d’import/export (axe Y)	04/06/2021	17:06:27,325	VRAI
y_conv	Pince en position convoyeur central sur l’axe Y.	04/06/2021	17:06:27,507	FAUX
y_sta	Pince en position station import/export sur l’axe Y.	04/06/2021	17:06:28,490	VRAI
YSTA	Mvt vers la station d’import/export (axe Y)	04/06/2021	17:06:28,490	FAUX
BLOQINT	Sortir la butée de la glissière intermédiaire	04/06/2021	17:06:28,490	VRAI
